birth_id,city,date,time,offset_min,any_changed,changed,asc_shift_deg,planet_house_changes
서울-1980-02-15-12:24,서울,1980-02-15,12:24,-5,0,,1.3333,0
서울-1980-02-15-12:24,서울,1980-02-15,12:24,5,0,,1.3167,0
서울-1980-02-15-12:24,서울,1980-02-15,12:24,15,0,,3.9000,0
서울-1980-02-15-12:24,서울,1980-02-15,12:24,30,1,planetHouses,7.6833,2
서울-1980-02-15-12:24,서울,1980-02-15,12:24,60,1,mcSign|planetHouses,14.9167,7
서울-1980-02-15-12:24,서울,1980-02-15,12:24,120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,28.4000,12
서울-1980-02-15-14:38,서울,1980-02-15,14:38,-120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,27.7667,12
서울-1980-02-15-14:38,서울,1980-02-15,14:38,-60,1,planetHouses,13.2500,5
서울-1980-02-15-14:38,서울,1980-02-15,14:38,-30,1,planetHouses,6.5000,1
서울-1980-02-15-14:38,서울,1980-02-15,14:38,-15,1,planetHouses,3.2333,1
서울-1980-02-15-14:38,서울,1980-02-15,14:38,-5,0,,1.0667,0
서울-1980-02-15-14:38,서울,1980-02-15,14:38,5,1,planetHouses,1.0667,1
서울-1980-02-15-14:38,서울,1980-02-15,14:38,15,1,planetHouses,3.1667,3
서울-1980-02-15-14:38,서울,1980-02-15,14:38,30,1,mcSign|planetHouses,6.3167,4
서울-1980-02-15-14:38,서울,1980-02-15,14:38,60,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses,12.5000,8
서울-1980-02-15-14:38,서울,1980-02-15,14:38,120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.6667,12
서울-1980-02-15-16:52,서울,1980-02-15,16:52,-120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.5167,12
서울-1980-02-15-16:52,서울,1980-02-15,16:52,-60,1,ascSign|mcSign|planetHouses,12.1167,6
서울-1980-02-15-16:52,서울,1980-02-15,16:52,-30,1,mcSign|planetHouses,6.0333,3
서울-1980-02-15-16:52,서울,1980-02-15,16:52,-15,1,mcSign,3.0167,0
서울-1980-02-15-16:52,서울,1980-02-15,16:52,-5,0,,1.0000,0
서울-1980-02-15-16:52,서울,1980-02-15,16:52,5,1,planetHouses,1.0000,1
서울-1980-02-15-16:52,서울,1980-02-15,16:52,15,1,planetHouses,3.0167,1
서울-1980-02-15-16:52,서울,1980-02-15,16:52,30,1,planetHouses,6.0333,3
서울-1980-02-15-16:52,서울,1980-02-15,16:52,60,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses,12.0667,5
서울-1980-02-15-16:52,서울,1980-02-15,16:52,120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.1833,12
서울-1980-02-15-18:06,서울,1980-02-15,18:06,-120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses,24.1667,12
서울-1980-02-15-18:06,서울,1980-02-15,18:06,-60,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses,12.0667,6
서울-1980-02-15-18:06,서울,1980-02-15,18:06,-30,1,planetHouses,6.0333,3
서울-1980-02-15-18:06,서울,1980-02-15,18:06,-15,1,planetHouses,3.0167,2
서울-1980-02-15-18:06,서울,1980-02-15,18:06,-5,1,planetHouses,1.0000,1
서울-1980-02-15-18:06,서울,1980-02-15,18:06,5,0,,1.0167,0
서울-1980-02-15-18:06,서울,1980-02-15,18:06,15,0,,3.0333,0
서울-1980-02-15-18:06,서울,1980-02-15,18:06,30,1,ascSign|planetHouses,6.0667,5
서울-1980-02-15-18:06,서울,1980-02-15,18:06,60,1,ascSign|mcSign|planetHouses,12.1500,6
서울-1980-02-15-18:06,서울,1980-02-15,18:06,120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.3833,10
서울-1980-02-15-20:20,서울,1980-02-15,20:20,-120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.4167,12
서울-1980-02-15-20:20,서울,1980-02-15,20:20,-60,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses,12.2667,4
서울-1980-02-15-20:20,서울,1980-02-15,20:20,-30,1,planetHouses,6.1333,2
서울-1980-02-15-20:20,서울,1980-02-15,20:20,-15,1,planetHouses,3.0833,2
서울-1980-02-15-20:20,서울,1980-02-15,20:20,-5,1,planetHouses,1.0333,2
서울-1980-02-15-20:20,서울,1980-02-15,20:20,5,0,,1.0167,0
서울-1980-02-15-20:20,서울,1980-02-15,20:20,15,1,planetHouses,3.0667,2
서울-1980-02-15-20:20,서울,1980-02-15,20:20,30,1,planetHouses,6.1333,5
서울-1980-02-15-20:20,서울,1980-02-15,20:20,60,1,ascSign|mcSign|planetHouses,12.2833,6
서울-1980-02-15-20:20,서울,1980-02-15,20:20,120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.5500,10
서울-1980-02-15-22:34,서울,1980-02-15,22:34,-120,1,hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|mcSign|planetHouses,24.5333,10
서울-1980-02-15-22:34,서울,1980-02-15,22:34,-60,1,planetHouses,12.2500,4
